,internal_temp,humidity,weight,surface_temp,fan_rpm,air_pressure,heater_state
871,80.46,14.07,4778.3,78.47,1746.3,15.207,2.0
872,80.02,15.21,4777.97,78.52,1759.9,15.237,2.0
873,80.18,15.7,4777.66,77.3,1724.5,15.046,2.0
874,79.87,16.38,4777.36,78.08,1719.1,15.244,2.0
875,80.37,13.64,4777.1,78.67,1741.3,15.167,2.0
876,79.77,15.43,4776.97,76.98,1740.4,15.036,2.0
877,80.38,15.61,4776.81,78.7,1756.9,15.232,2.0
878,79.51,15.23,4776.54,77.62,1674.0,14.632,2.0
879,79.56,14.76,4776.2,76.96,1713.4,14.944,2.0
880,80.07,17.45,4776.03,78.66,1754.3,15.05,2.0
881,79.89,15.9,4775.84,78.04,1710.0,14.854,2.0
882,80.35,15.96,4775.72,77.57,1718.5,14.46,2.0
883,80.24,14.97,4775.62,77.45,1716.5,14.94,2.0
884,79.74,15.21,4775.49,78.32,1756.6,15.203,2.0
885,79.9,17.37,4775.26,78.81,1719.3,15.087,2.0
886,79.84,17.21,4775.09,77.09,1755.1,15.455,2.0
887,79.55,16.35,4774.72,77.39,1778.5,15.548,2.0
888,80.24,16.06,4774.58,79.03,1709.7,14.767,2.0
889,79.87,15.3,4774.44,77.49,1763.3,15.163,2.0
890,80.38,14.34,4774.26,78.6,1765.4,14.93,2.0
891,79.94,15.74,4773.96,78.64,1763.2,15.207,2.0
892,80.4,15.9,4773.81,78.55,1742.1,15.309,2.0
893,79.85,16.41,4773.46,77.3,1706.2,14.573,2.0
894,79.9,16.12,4773.07,78.0,1739.2,14.748,2.0
895,80.46,15.52,4772.85,78.58,1750.7,15.22,2.0
896,80.16,15.51,4772.71,78.12,1727.0,14.853,2.0
897,79.91,16.27,4772.55,77.12,1756.2,15.074,2.0
898,79.6,16.73,4772.29,77.73,1722.0,14.702,2.0
899,80.19,15.3,4771.94,77.74,1716.2,14.713,2.0
900,80.48,14.8,4771.77,77.81,1711.6,14.441,2.0
901,79.76,15.56,4771.46,77.68,1738.7,15.13,2.0
902,79.89,16.06,4771.12,77.58,1723.1,15.156,2.0
903,79.53,14.88,4770.74,78.15,1750.5,15.465,2.0
904,80.0,16.37,4770.38,78.76,1700.7,14.786,2.0
905,79.77,16.68,4770.02,78.42,1729.5,14.851,2.0
906,79.71,14.44,4769.67,78.37,1717.8,14.692,2.0
907,79.79,14.95,4769.47,76.89,1734.3,15.389,2.0
908,79.51,17.52,4769.16,77.92,1749.3,15.432,2.0
909,79.97,16.69,4768.94,78.65,1760.9,15.419,2.0
910,80.07,14.79,4768.75,78.08,1755.1,15.597,2.0
911,80.37,15.99,4768.39,78.94,1717.8,14.57,2.0
912,80.05,14.3,4768.11,77.41,1683.7,14.414,2.0
913,80.29,16.31,4767.73,77.48,1721.3,15.157,2.0
914,80.0,14.77,4767.36,78.04,1726.4,14.727,2.0
915,80.38,13.77,4767.18,78.84,1716.7,14.575,2.0
916,80.27,15.42,4767.02,78.87,1733.3,14.947,2.0
917,79.72,15.95,4766.76,76.83,1729.2,15.019,2.0
918,79.55,13.86,4766.47,78.18,1755.0,15.198,2.0
919,79.92,16.53,4766.19,77.01,1714.8,14.805,2.0
920,80.38,14.57,4765.99,78.98,1730.6,14.956,2.0
921,80.06,15.86,4765.66,78.59,1775.3,15.543,2.0
922,80.3,16.65,4765.34,78.92,1740.7,15.062,2.0
923,80.26,15.58,4764.96,78.48,1731.2,14.878,2.0
924,80.32,16.58,4764.8,78.71,1702.5,14.596,2.0
925,79.66,18.41,4764.64,78.1,1721.5,15.125,2.0
926,80.25,16.58,4764.54,77.38,1723.0,15.035,2.0
927,80.04,15.97,4764.33,77.84,1767.1,15.153,2.0
928,79.86,15.69,4763.98,78.85,1711.6,14.907,2.0
929,80.31,16.29,4763.58,77.4,1750.6,15.552,2.0
930,80.31,16.96,4763.34,77.87,1721.3,14.841,2.0
931,80.42,16.27,4762.94,77.51,1721.1,14.73,2.0
932,80.27,14.04,4762.69,78.69,1697.2,14.524,2.0
933,80.21,15.55,4762.42,78.38,1762.0,15.415,2.0
934,79.98,16.24,4762.19,78.17,1699.9,14.711,2.0
935,80.48,13.63,4761.83,77.8,1709.6,14.402,2.0
936,79.9,16.97,4761.48,78.7,1724.4,14.827,2.0
937,80.12,14.0,4761.17,77.89,1756.6,15.227,2.0
938,79.62,17.44,4760.98,77.98,1757.3,15.672,2.0
939,79.69,17.35,4760.76,78.36,1733.3,14.972,2.0
940,80.24,14.04,4760.59,77.56,1762.2,15.356,2.0
941,80.16,15.36,4760.33,78.91,1707.2,14.82,2.0
942,79.73,14.63,4760.03,77.54,1728.3,14.901,2.0
943,79.53,15.62,4759.88,76.75,1739.8,15.224,2.0
944,79.91,15.91,4759.74,78.34,1704.3,14.852,2.0
945,80.18,14.68,4759.58,77.24,1735.6,15.036,2.0
946,80.34,13.93,4759.28,77.53,1740.7,14.978,2.0
947,80.3,15.45,4759.04,78.02,1771.8,15.376,2.0
948,79.53,16.55,4758.82,77.98,1700.3,14.799,2.0
949,79.64,16.37,4758.6,78.48,1703.2,14.752,2.0
950,80.09,16.78,4758.25,78.19,1743.9,14.881,2.0
951,79.85,17.03,4758.01,78.55,1734.6,14.988,2.0
952,80.39,16.02,4757.75,77.72,1753.6,14.859,2.0
953,80.18,14.66,4757.44,77.61,1701.8,14.648,2.0
954,79.89,15.92,4757.14,77.79,1717.6,14.917,2.0
955,79.75,16.59,4756.92,76.93,1706.2,14.921,2.0
956,79.82,15.75,4756.8,77.2,1787.4,15.332,2.0
957,80.27,15.19,4756.49,78.23,1745.2,15.061,2.0
958,80.3,16.16,4756.38,77.49,1762.6,15.378,2.0
959,79.64,16.34,4756.1,77.69,1761.9,15.744,2.0
960,80.13,15.98,4755.75,77.16,1723.2,15.017,2.0
961,80.25,14.98,4755.6,78.21,1732.8,15.16,2.0
962,80.09,17.61,4755.41,78.37,1731.3,15.094,2.0
963,80.11,17.26,4755.15,78.44,1666.9,14.304,2.0
964,80.07,16.46,4755.01,77.55,1773.7,15.827,2.0
965,79.67,16.55,4754.78,78.25,1745.0,15.28,2.0
966,80.5,17.15,4754.45,78.47,1728.2,15.398,2.0
967,80.13,16.59,4754.11,77.98,1771.2,15.502,2.0
968,80.08,15.21,4753.77,78.84,1750.0,15.494,2.0
969,80.07,15.94,4753.42,78.48,1752.0,14.839,2.0
970,80.23,14.41,4753.02,78.26,1716.1,14.551,2.0
971,79.83,16.71,4752.71,77.61,1711.5,14.497,2.0
972,79.9,16.44,4752.43,77.8,1753.9,15.183,2.0
973,80.29,14.51,4752.08,78.9,1684.0,14.322,2.0
974,79.81,15.7,4751.98,76.95,1755.1,15.216,2.0
975,80.45,14.56,4751.64,78.02,1739.3,15.18,2.0
976,80.49,15.43,4751.45,79.39,1759.7,15.503,2.0
977,79.89,15.19,4751.1,77.48,1757.0,14.899,2.0
978,80.02,15.33,4750.96,77.44,1746.7,15.042,2.0
979,79.81,14.5,4750.82,77.38,1683.2,14.737,2.0
980,79.75,13.87,4750.54,77.76,1745.7,14.931,2.0
981,79.83,17.29,4750.19,78.66,1749.5,15.02,2.0
982,79.6,16.64,4749.86,77.59,1730.0,14.868,2.0
983,80.08,15.83,4749.66,77.48,1729.6,14.956,2.0
984,79.79,16.75,4749.4,78.02,1773.1,15.139,2.0
985,80.16,16.41,4749.03,77.48,1731.4,14.713,2.0
986,79.97,15.93,4748.68,77.59,1772.9,15.227,2.0
987,79.61,16.97,4748.38,77.02,1730.7,14.996,2.0
988,80.46,16.35,4748.26,78.35,1712.2,14.486,2.0
989,80.41,16.75,4747.97,78.31,1773.1,15.134,2.0
990,79.71,16.65,4747.86,77.25,1712.9,14.802,2.0
991,80.31,16.19,4747.72,78.76,1738.8,15.317,2.0
992,79.58,15.33,4747.5,76.96,1714.2,14.776,2.0
993,80.17,16.06,4747.13,78.91,1728.2,14.656,2.0
994,80.38,14.47,4747.0,79.05,1735.5,15.236,2.0
995,80.25,14.13,4746.72,78.93,1765.8,15.248,2.0
996,79.5,17.29,4746.59,77.59,1765.2,15.66,2.0
997,80.1,15.87,4746.23,78.24,1760.3,15.381,2.0
998,79.61,15.64,4745.95,77.79,1725.8,14.777,2.0
999,80.33,16.17,4745.74,77.35,1780.2,15.567,2.0
1000,75.36,20.14,4745.62,72.46,1456.5,10.713,2.0
1001,71.17,23.1,4745.3,69.92,1721.7,14.789,2.0
1002,66.0,25.87,4745.02,64.35,1580.9,12.777,2.0
1003,60.68,32.8,4744.89,58.43,2117.4,22.474,2.0
1004,55.64,35.73,4744.76,54.45,1237.3,7.886,2.0
1005,51.24,39.99,4744.47,48.53,1735.8,14.736,2.0
1006,46.83,42.04,4744.32,44.69,2137.1,22.585,2.0
1007,42.77,46.28,4743.99,40.61,1940.8,18.766,2.0
1008,38.01,50.1,4743.67,36.41,1490.6,11.149,2.0
1009,32.08,55.05,4743.54,29.64,2057.6,21.555,2.0
1010,26.93,59.36,4743.19,25.35,1716.4,14.278,2.0
1011,21.56,63.97,4743.04,20.37,2132.8,22.53,2.0
1012,16.85,65.7,4742.94,14.82,1932.6,18.78,2.0
1013,11.75,70.48,4742.75,10.23,1376.1,9.097,2.0
1014,7.38,74.01,4742.39,4.5,2010.2,19.835,2.0
1015,9.79,72.34,4742.05,8.26,1840.1,16.764,1.0
1016,12.42,70.42,4741.8,9.56,1665.0,13.953,1.0
1017,14.69,68.24,4741.67,13.63,1829.8,16.783,1.0
1018,18.14,65.81,4741.37,16.27,1644.4,13.574,1.0
1019,20.8,63.2,4741.25,19.56,1870.4,17.497,1.0
1020,24.3,62.29,4740.97,22.7,1829.0,16.419,1.0
1021,27.14,57.55,4740.69,24.75,1759.8,16.231,1.0
1022,30.26,54.92,4740.44,27.31,1680.0,14.304,1.0
1023,33.71,53.62,4740.18,31.14,1742.5,14.964,1.0
1024,36.96,49.38,4740.06,34.92,1671.0,13.858,1.0
1025,39.23,48.63,4739.68,37.75,1893.5,18.083,1.0
1026,42.02,45.91,4739.49,39.26,1810.1,16.585,1.0
1027,44.23,44.4,4739.36,41.91,1881.9,17.925,1.0
1028,47.0,41.55,4739.0,44.13,1765.1,15.762,1.0
1029,49.21,41.61,4738.75,46.55,1644.9,13.559,1.0
1030,52.57,37.3,4738.54,50.69,1876.1,17.539,1.0
1031,55.43,35.46,4738.21,53.5,1788.5,15.63,1.0
1032,58.62,34.56,4737.83,57.32,1762.6,15.764,1.0
1033,61.24,30.92,4737.67,58.48,1899.2,18.545,1.0
1034,63.31,29.67,4737.39,60.75,1890.8,18.131,1.0
1035,65.74,26.35,4737.18,62.81,1806.8,16.219,1.0
1036,69.1,24.16,4737.0,66.66,1840.4,17.024,1.0
1037,71.34,23.64,4736.85,69.16,1784.3,15.916,1.0
1038,74.25,20.88,4736.55,72.29,1627.0,13.107,1.0
1039,76.79,18.34,4736.17,73.92,1745.7,15.272,1.0
1040,80.0,16.72,4735.83,78.66,1838.7,16.803,1.0
1041,80.0,16.91,4735.59,78.3,1945.0,18.65,1.0
1042,80.0,16.57,4735.28,77.78,1700.3,14.42,1.0
1043,80.0,17.24,4735.11,78.68,1875.9,17.925,1.0
1044,80.0,16.37,4734.8,77.67,1597.4,13.018,1.0
1045,80.0,15.84,4734.54,78.63,1863.6,17.684,1.0
1046,80.0,14.18,4734.25,77.08,1894.7,18.252,1.0
1047,80.0,16.16,4733.89,77.83,1724.0,14.601,1.0
1048,80.0,15.5,4733.73,77.87,1725.0,14.733,1.0
1049,80.0,14.15,4733.34,77.19,1859.0,16.934,1.0
1050,80.0,16.49,4733.2,77.9,1865.0,17.365,1.0
1051,80.0,16.67,4732.93,77.71,1734.9,15.688,1.0
1052,80.0,15.93,4732.59,77.59,1681.5,13.74,1.0
1053,80.0,16.55,4732.48,77.08,1803.6,16.415,1.0
1054,80.0,17.24,4732.08,77.24,1893.1,17.951,1.0
1055,80.0,15.41,4731.8,78.49,1871.9,17.752,1.0
1056,80.0,17.19,4731.64,78.55,1779.7,15.94,1.0
1057,80.0,15.19,4731.33,78.69,1709.8,14.811,1.0
1058,80.0,16.38,4731.03,77.94,1755.6,15.282,1.0
1059,80.0,15.4,4730.8,77.74,1857.8,17.282,1.0
1060,80.0,16.54,4730.59,77.19,1878.6,17.737,1.0
1061,80.0,16.72,4730.39,77.54,1653.9,13.648,1.0
1062,80.0,15.73,4730.19,77.28,1761.2,15.986,1.0
1063,80.0,16.01,4730.06,78.39,1765.0,15.316,1.0
1064,80.0,14.66,4729.9,77.74,1890.1,17.512,1.0
1065,80.0,14.7,4729.5,77.23,1832.5,16.866,1.0
1066,80.0,16.43,4729.28,78.47,1871.9,17.721,1.0
1067,80.0,13.95,4729.06,78.63,1698.4,14.553,1.0
1068,80.0,17.41,4728.85,77.75,1719.8,14.555,1.0
1069,80.0,16.38,4728.57,77.33,1775.0,15.542,1.0
1070,80.0,15.2,4728.45,77.21,1854.9,17.393,1.0
1071,80.0,17.22,4728.21,77.91,1899.7,18.465,1.0
1072,80.0,14.76,4727.91,77.34,1772.5,15.72,1.0
1073,80.0,15.1,4727.55,77.78,1832.9,16.666,1.0
1074,80.0,14.94,4727.23,78.45,1829.2,16.586,1.0
1075,80.0,16.2,4727.0,77.51,1642.2,13.695,1.0
1076,80.0,16.35,4726.73,78.22,1955.4,18.978,1.0
1077,80.0,16.57,4726.33,78.32,1684.9,14.102,1.0
1078,80.0,14.15,4726.03,77.63,1697.8,14.347,1.0
1079,80.0,16.75,4725.73,77.76,1753.3,15.373,1.0
1080,80.0,14.89,4725.47,78.86,1729.0,15.156,1.0
1081,80.0,16.86,4725.26,78.29,1935.5,18.853,1.0
1082,80.0,16.38,4725.08,78.44,1727.6,14.583,1.0
1083,80.0,17.86,4724.82,78.84,1884.4,18.124,1.0
1084,80.0,15.57,4724.45,77.82,1798.9,16.489,1.0
1085,80.0,17.07,4724.27,78.8,1719.5,14.916,1.0
1086,80.0,15.56,4723.91,77.8,1866.7,18.286,1.0
1087,80.0,17.48,4723.72,78.83,1938.8,18.843,1.0
1088,80.0,15.07,4723.47,78.12,1943.3,18.786,1.0
1089,80.0,18.8,4723.34,77.71,1654.6,13.575,1.0
1090,80.0,15.07,4723.18,77.56,1719.5,15.139,1.0
1091,80.0,15.95,4723.04,77.9,1811.9,16.148,1.0
1092,80.0,15.08,4722.86,77.8,1664.8,14.157,1.0
1093,80.0,15.95,4722.65,78.9,1689.0,14.359,1.0
1094,80.0,15.92,4722.53,77.9,1945.8,18.505,1.0
1095,80.0,16.62,4722.19,78.49,1696.9,14.119,1.0
1096,80.0,16.41,4722.03,78.89,1654.1,13.555,1.0
1097,80.0,17.59,4721.76,78.58,1784.8,16.275,1.0
1098,80.0,15.08,4721.48,78.86,1712.6,15.12,1.0
1099,80.0,15.63,4721.13,78.24,1813.4,16.051,1.0
1100,80.4,15.97,4720.87,78.71,1688.4,14.517,2.0
1101,79.89,15.58,4720.64,77.27,1713.6,14.958,2.0
1102,79.93,15.3,4720.27,78.09,1713.7,14.882,2.0
1103,79.67,17.86,4719.89,76.86,1719.8,14.884,2.0
1104,79.68,16.03,4719.73,77.72,1722.4,14.947,2.0
1105,80.0,15.91,4719.52,78.97,1706.8,15.051,2.0
1106,79.78,16.18,4719.26,77.33,1760.6,15.418,2.0
1107,80.35,15.49,4719.14,79.18,1725.7,14.904,2.0
1108,79.73,15.51,4718.84,77.26,1737.2,14.965,2.0
1109,80.25,16.78,4718.71,77.42,1732.4,14.964,2.0
1110,80.1,16.74,4718.44,78.32,1738.5,15.295,2.0
1111,79.99,16.79,4718.23,78.92,1745.3,15.2,2.0
1112,80.08,16.58,4718.12,77.17,1727.5,14.528,2.0
1113,79.79,14.94,4717.76,77.76,1772.2,15.306,2.0
1114,80.5,14.16,4717.62,78.48,1713.6,14.808,2.0
1115,80.37,15.6,4717.34,79.08,1741.9,14.968,2.0
1116,80.46,16.36,4717.19,79.03,1746.4,15.367,2.0
1117,79.87,15.97,4716.86,77.52,1725.0,14.871,2.0
1118,80.04,16.14,4716.59,77.95,1709.4,15.304,2.0
1119,79.73,14.09,4716.43,78.03,1725.9,14.724,2.0
1120,80.08,14.08,4716.12,78.62,1732.0,14.742,2.0
1121,80.03,15.76,4715.78,77.47,1723.2,15.112,2.0
1122,79.54,17.98,4715.41,77.37,1700.4,14.756,2.0
1123,80.16,15.42,4715.1,77.62,1754.8,15.281,2.0
1124,80.36,15.64,4714.95,78.31,1733.5,15.045,2.0
1125,79.67,15.89,4714.74,78.05,1724.9,15.138,2.0
1126,79.61,15.73,4714.51,77.0,1745.1,14.974,2.0
1127,79.77,14.97,4714.23,76.8,1755.2,15.505,2.0
1128,80.44,15.27,4714.08,78.54,1698.6,14.781,2.0
1129,80.35,16.33,4713.94,78.33,1746.5,15.329,2.0
1130,80.16,16.66,4713.82,78.94,1742.1,14.856,2.0
1131,79.78,17.15,4713.7,77.47,1741.5,15.35,2.0
1132,80.1,16.15,4713.59,78.19,1756.6,15.24,2.0
1133,80.2,15.67,4713.36,78.34,1743.3,15.421,2.0
1134,79.88,15.68,4713.16,78.69,1763.1,15.521,2.0
1135,80.48,16.57,4712.99,78.78,1747.7,15.112,2.0
1136,79.55,15.51,4712.78,78.46,1715.5,14.344,2.0
1137,80.06,14.25,4712.64,77.6,1730.0,14.728,2.0
1138,79.73,15.95,4712.4,77.17,1738.8,14.965,2.0
1139,79.94,16.75,4712.1,77.12,1706.4,15.002,2.0
1140,79.75,17.52,4711.8,77.66,1703.7,14.938,2.0
1141,80.32,15.5,4711.42,78.79,1694.4,14.682,2.0
1142,80.01,16.84,4711.08,78.2,1767.2,15.419,2.0
1143,79.71,16.15,4710.69,77.91,1698.3,15.036,2.0
1144,80.4,15.51,4710.47,79.15,1706.0,14.716,2.0
1145,80.49,15.29,4710.2,78.36,1758.6,15.332,2.0
1146,80.11,14.43,4710.0,77.88,1740.8,14.583,2.0
1147,80.12,13.93,4709.84,77.37,1707.6,14.602,2.0
1148,80.37,15.52,4709.53,78.53,1711.9,15.124,2.0
1149,80.48,14.94,4709.14,78.79,1738.9,14.943,2.0
1150,80.06,17.56,4708.82,77.45,1695.6,14.757,2.0
1151,79.76,17.44,4708.5,77.95,1775.1,15.775,2.0
1152,79.79,16.1,4708.34,78.46,1704.8,14.695,2.0
1153,79.79,17.53,4707.97,77.38,1705.9,14.779,2.0
1154,79.64,14.61,4707.68,77.57,1735.2,14.999,2.0
1155,79.88,16.08,4707.47,78.48,1716.2,14.732,2.0
1156,79.9,16.51,4707.17,77.4,1740.0,15.145,2.0
1157,80.3,14.6,4707.0,78.6,1714.4,14.424,2.0
1158,80.45,15.07,4706.73,78.6,1723.0,14.426,2.0
1159,79.75,16.68,4706.62,78.34,1702.5,14.854,2.0
1160,80.4,14.1,4706.29,78.99,1699.2,14.439,2.0
1161,80.01,17.92,4705.9,77.51,1741.4,14.97,2.0
1162,79.81,16.62,4705.63,77.21,1717.0,14.372,2.0
1163,79.63,15.86,4705.43,77.94,1681.1,14.5,2.0
1164,80.38,16.55,4705.29,78.27,1728.4,14.771,2.0
1165,80.0,16.57,4705.14,77.2,1741.2,14.935,2.0
1166,79.86,16.16,4704.84,77.1,1726.1,14.397,2.0
1167,80.37,18.47,4704.59,78.24,1754.8,15.263,2.0
1168,80.23,15.09,4704.32,79.16,1725.3,15.281,2.0
1169,80.41,15.52,4704.17,78.25,1752.9,15.15,2.0
1170,80.14,16.14,4703.92,78.68,1703.6,14.805,2.0
1171,80.35,17.08,4703.74,77.38,1731.5,15.023,2.0
1172,79.6,15.77,4703.38,77.76,1737.8,15.368,2.0
1173,79.93,16.77,4703.27,78.64,1704.8,14.745,2.0
1174,79.82,14.45,4702.94,76.84,1794.9,15.642,2.0
1175,79.63,16.53,4702.74,76.98,1760.2,15.329,2.0
1176,80.46,14.7,4702.44,79.4,1762.0,14.895,2.0
1177,79.54,15.36,4702.23,77.02,1717.8,14.95,2.0
1178,79.79,16.57,4701.91,77.31,1757.2,15.536,2.0
1179,80.44,16.22,4701.74,79.31,1710.9,14.665,2.0
1180,80.5,14.63,4701.4,79.44,1725.0,14.672,2.0
1181,79.99,15.72,4701.23,77.93,1712.0,14.736,2.0
1182,79.62,15.41,4700.85,78.11,1737.8,14.996,2.0
1183,79.73,16.0,4700.63,77.77,1718.6,14.978,2.0
1184,80.19,16.26,4700.24,77.76,1718.5,14.826,2.0
1185,80.38,16.54,4699.97,79.28,1721.8,14.812,2.0
1186,80.36,16.46,4699.83,79.19,1718.9,14.75,2.0
1187,80.01,15.39,4699.69,78.63,1725.1,14.772,2.0
1188,80.35,14.5,4699.32,79.03,1717.9,14.845,2.0
1189,80.49,14.71,4699.11,78.21,1720.2,14.816,2.0
1190,79.87,15.7,4698.95,77.26,1732.7,14.939,2.0
1191,80.09,17.83,4698.69,78.44,1729.5,14.765,2.0
1192,80.33,14.08,4698.42,78.75,1723.1,14.817,2.0
1193,79.66,18.51,4698.16,76.76,1724.6,14.875,2.0
1194,80.33,13.94,4697.85,79.0,1713.2,14.687,2.0
1195,79.53,16.39,4697.46,77.85,1734.2,15.221,2.0
1196,79.79,16.23,4697.3,78.47,1732.4,14.754,2.0
1197,79.97,15.03,4697.0,78.31,1768.9,15.257,2.0
1198,79.85,14.93,4696.75,78.38,1725.3,14.708,2.0
1199,80.22,17.21,4696.44,77.88,1750.9,15.237,2.0
1200,80.09,16.44,4696.23,77.88,1716.5,14.82,2.0
1201,80.29,13.88,4696.0,78.28,1708.4,14.739,2.0
1202,80.07,15.56,4695.9,78.84,1686.7,14.636,2.0
1203,80.22,15.58,4695.71,78.05,1710.4,15.126,2.0
1204,80.44,14.49,4695.52,79.31,1746.3,15.526,2.0
1205,79.58,14.75,4695.34,77.54,1719.3,14.93,2.0
1206,79.86,16.25,4695.14,77.0,1728.4,14.643,2.0
1207,80.19,16.05,4694.8,78.36,1703.4,14.812,2.0
1208,79.81,17.15,4694.44,77.09,1729.6,14.748,2.0
1209,79.7,14.99,4694.23,77.14,1710.9,14.97,2.0
1210,79.52,15.43,4693.92,77.89,1724.6,15.088,2.0
1211,79.51,16.25,4693.73,78.15,1709.3,14.898,2.0
1212,79.61,16.46,4693.43,78.15,1720.5,14.993,2.0
1213,80.32,15.59,4693.13,78.12,1715.1,14.793,2.0
1214,80.13,16.48,4693.01,77.23,1745.0,15.072,2.0
1215,79.68,15.8,4692.65,77.87,1714.6,15.296,2.0
1216,80.05,15.9,4692.41,78.1,1760.0,15.129,2.0
1217,80.08,15.45,4692.17,78.57,1682.7,14.422,2.0
1218,79.99,15.44,4691.92,77.75,1708.6,14.832,2.0
1219,79.96,17.15,4691.79,77.27,1701.4,14.805,2.0
1220,80.1,14.97,4691.55,77.22,1763.8,14.998,2.0
1221,80.2,15.14,4691.2,79.13,1707.6,14.924,2.0
1222,80.42,17.22,4690.89,78.74,1724.3,14.776,2.0
1223,79.74,16.06,4690.6,78.35,1747.1,15.043,2.0
1224,79.7,16.13,4690.38,78.48,1713.5,15.114,2.0
1225,80.34,15.67,4690.2,78.74,1735.8,15.138,2.0
1226,79.85,16.85,4689.87,77.14,1728.2,14.827,2.0
1227,79.57,17.3,4689.7,78.48,1696.2,14.855,2.0
1228,80.02,15.5,4689.39,77.89,1710.3,14.581,2.0
1229,80.33,17.21,4689.21,78.41,1728.4,15.147,2.0
1230,80.01,17.94,4688.95,78.71,1740.1,15.085,2.0
1231,79.96,16.33,4688.72,77.95,1767.8,15.304,2.0
1232,79.74,15.77,4688.36,78.54,1786.8,15.497,2.0
1233,80.39,15.34,4688.05,78.71,1747.5,15.378,2.0
1234,79.96,15.09,4687.95,76.97,1733.6,14.997,2.0
1235,79.54,15.26,4687.77,78.3,1727.8,15.156,2.0
1236,80.25,15.8,4687.39,78.1,1734.4,14.996,2.0
1237,79.89,16.07,4687.04,78.42,1727.9,14.801,2.0
1238,79.82,17.05,4686.75,77.66,1742.5,14.877,2.0
1239,79.78,16.43,4686.6,78.0,1737.5,14.981,2.0
1240,80.18,13.95,4686.45,78.13,1707.8,14.402,2.0
1241,80.28,16.77,4686.18,78.49,1764.3,15.373,2.0
1242,79.81,15.18,4686.05,77.48,1700.4,14.578,2.0
1243,80.31,15.43,4685.67,77.44,1710.6,14.814,2.0
1244,79.58,16.0,4685.49,77.45,1713.3,14.781,2.0
1245,80.42,15.06,4685.1,78.36,1751.8,15.302,2.0
1246,80.21,12.58,4684.83,78.7,1785.6,15.506,2.0
1247,79.64,16.54,4684.48,78.24,1692.4,14.6,2.0
1248,80.01,15.87,4684.11,77.8,1718.4,14.668,2.0
1249,79.85,14.9,4683.76,78.6,1760.3,15.273,2.0
1250,79.83,15.17,4683.6,78.22,1717.6,15.145,2.0
1251,80.0,15.43,4683.36,78.47,1744.6,15.208,2.0
1252,79.53,16.22,4683.13,77.71,1707.1,14.823,2.0
1253,80.43,15.81,4682.93,79.43,1741.0,15.023,2.0
1254,80.07,16.15,4682.57,77.56,1746.5,15.118,2.0
1255,79.96,15.72,4682.38,77.04,1697.0,14.557,2.0
1256,80.39,16.64,4682.19,78.92,1725.6,15.002,2.0
1257,80.33,15.6,4681.91,77.79,1717.8,14.935,2.0
1258,80.41,17.16,4681.59,78.91,1717.2,14.928,2.0
1259,80.13,15.35,4681.22,78.13,1724.9,14.762,2.0
1260,79.6,16.2,4680.97,77.32,1740.3,14.756,2.0
1261,80.48,15.79,4680.76,79.05,1719.7,14.74,2.0
1262,79.78,17.1,4680.54,78.31,1765.8,15.368,2.0
1263,79.64,16.48,4680.41,77.03,1717.4,14.82,2.0
1264,80.1,16.58,4680.15,77.13,1731.9,14.99,2.0
1265,79.98,16.28,4680.04,78.09,1746.1,15.044,2.0
1266,79.92,14.96,4679.84,77.48,1727.4,14.874,2.0
1267,80.12,14.95,4679.63,77.29,1739.1,14.757,2.0
1268,79.82,16.29,4679.42,76.91,1770.2,15.379,2.0
1269,79.99,16.4,4679.28,78.05,1737.1,14.897,2.0
1270,79.61,17.5,4679.05,76.73,1774.2,15.36,2.0
1271,80.24,15.19,4678.73,78.09,1713.8,15.056,2.0
1272,80.16,15.19,4678.5,77.74,1732.0,14.959,2.0
1273,80.3,16.52,4678.31,78.48,1671.6,14.339,2.0
1274,79.59,17.73,4677.92,78.3,1765.9,15.405,2.0
1275,79.73,17.3,4677.71,77.71,1727.2,14.649,2.0
1276,79.89,15.75,4677.55,78.25,1758.6,15.423,2.0
1277,80.33,15.37,4677.35,77.9,1709.4,14.487,2.0
1278,79.75,16.08,4677.2,77.87,1720.5,14.746,2.0
1279,79.71,16.7,4676.87,77.52,1716.5,14.657,2.0
1280,80.28,15.35,4676.59,78.96,1706.6,14.569,2.0
1281,80.43,15.87,4676.21,77.64,1763.4,15.415,2.0
1282,79.51,15.41,4676.1,76.76,1762.9,15.47,2.0
1283,79.77,16.38,4675.84,78.73,1742.5,15.327,2.0
1284,80.07,14.77,4675.66,77.61,1742.7,15.188,2.0
1285,80.47,14.82,4675.37,78.46,1733.0,15.015,2.0
1286,79.73,14.71,4675.26,78.33,1700.7,14.694,2.0
1287,79.64,17.8,4674.96,78.6,1774.3,15.179,2.0
1288,80.39,16.4,4674.66,78.12,1742.0,15.058,2.0
1289,80.41,15.92,4674.41,78.66,1708.4,14.341,2.0
1290,79.7,16.59,4674.22,77.42,1739.8,15.271,2.0
1291,80.14,15.96,4673.98,77.65,1739.6,14.899,2.0
1292,79.89,16.12,4673.76,76.94,1743.9,15.402,2.0
1293,79.59,15.28,4673.43,76.64,1721.9,15.201,2.0
1294,80.27,14.52,4673.12,78.73,1722.7,15.15,2.0
1295,79.75,16.25,4672.99,78.41,1738.1,15.083,2.0
1296,80.04,16.94,4672.81,77.45,1743.3,15.001,2.0
1297,79.93,16.1,4672.45,77.45,1738.8,15.046,2.0
